datetime,portfolio_value,cash,return
2020-01-02 09:30:00-05:00,100000.0,100000.0,
2020-01-02 21:30:00-05:00,100000.0,49851.29867553711,0.0
2020-01-03 09:30:00-05:00,99631.09924316406,49851.29867553711,-0.003689007568359326
2020-01-03 21:30:00-05:00,99631.09924316406,24800.818389892578,0.0
