DATE,Price_Range,VWAP,Trend_Indicator,CLOSE
2022-10-28,2251.0,88802.4107788329,0.8537022048110857,89368.3
2022-10-27,1649.0,87212.14295360587,0.7887735940687022,87362.85
2022-10-25,1592.3999999999942,87009.38615813378,0.7881260724576684,87342.85
2022-10-24,2042.199999999997,86811.28826624573,0.7540890989736784,86291.55
2022-10-21,3977.8499999999913,86727.39515500663,0.7519279955968532,86224.8
2022-10-20,1400.0,83929.94687867157,0.6854599022242368,84171.8
2022-10-19,2000.0,83524.66004880694,0.652360216272218,83149.45
2022-10-18,873.25,82956.74530971875,0.6503755625343994,83088.15
2022-10-17,1852.0,81970.85724082752,0.6238207012659046,82267.95
2022-10-14,2189.699999999997,82126.1885923012,0.5941059345355649,81350.15
2022-10-13,1000.0,82191.0396915777,0.6187829831320623,82112.35
2022-10-12,1435.9000000000087,81958.99845601436,0.630741088483828,82481.7
2022-10-11,2347.699999999997,81935.53785536849,0.5853935312591059,81081.05
2022-10-10,1478.0,81977.45167197453,0.6249263444167451,82302.1
2022-10-07,1186.8999999999942,82436.13150684931,0.6400637808786867,82769.65
2022-10-06,1603.1000000000058,82983.83141315378,0.6293958623369053,82440.15
2022-10-04,1722.3500000000058,82283.2123960766,0.6418703661734709,82825.45
2022-10-03,2000.0,80882.51128950568,0.5706041376630945,80624.25
2022-09-30,3108.4500000000116,80649.15756310555,0.6039612134554991,81654.55
2022-09-29,3138.800000000003,79920.76126496553,0.5381552109301648,79622.0
2022-09-28,1791.25,80438.41535578061,0.5638844821445915,80416.7
2022-09-27,1996.300000000003,80277.97829575851,0.5449234305694953,79831.05
2022-09-26,3709.550000000003,80325.36514787702,0.5230776702172436,79156.3
2022-09-23,2930.100000000006,83243.02262771489,0.6345436591446237,82599.15
2022-09-22,1800.0,84347.89159729634,0.6964580567876453,84511.5
2022-09-21,2495.050000000003,85166.2341124243,0.6890164146728395,84281.65
2022-09-20,2332.449999999997,86363.08211114857,0.7336743613818111,85661.0
2022-09-19,3000.0,86403.48572509034,0.7560721339074693,86352.8
2022-09-16,7484.0,88597.50478052112,0.7483034933790917,86112.85
2022-09-15,8201.850000000006,90727.05392047342,0.9670233431540777,92868.45
2022-09-14,2694.050000000003,85504.28331253899,0.8706334740885815,86071.7
2022-09-13,1034.949999999997,85729.89785830473,0.850993777335009,85551.25
2022-09-12,1650.0,85374.26637488329,0.8606938139389209,85808.3
2022-09-09,1977.0,84759.85830471432,0.8003067936105422,84208.05
2022-09-08,1229.8999999999942,85815.10770936272,0.8451503590579587,85396.4
2022-09-07,1010.9499999999971,85300.47504608681,0.8352220197057351,85133.3
2022-09-06,1477.8999999999942,85043.94500169721,0.8399163770429323,85257.7
2022-09-05,998.6999999999971,84485.88722276984,0.8020426492175445,84254.05
2022-09-02,1777.25,84809.88761153497,0.8059237959388525,84356.9
2022-09-01,1482.8999999999942,85195.91908172498,0.8355786248249996,85142.75
2022-08-30,1523.800000000003,85471.52293471372,0.8439635621266496,85364.95
2022-08-29,1415.75,84359.79839010337,0.8082539934112959,84418.65
2022-08-26,1445.0,85518.72227519317,0.8404654357186255,85272.25
2022-08-25,1321.199999999997,85991.26783779601,0.8469843282427483,85445.0
2022-08-24,1899.699999999997,85393.85332661291,0.8401729817848371,85264.5
2022-08-23,2979.949999999997,85998.76200422095,0.8639825055943609,85895.45
2022-08-22,2366.949999999997,85620.23431732703,0.8237106555119078,84828.25
2022-08-19,1924.9000000000087,87379.99434581405,0.8990939588451277,86825.9
2022-08-18,2181.75,87422.8032504844,0.927986520703852,87591.55
2022-08-17,1544.300000000003,87077.05421290928,0.9001392458084752,86853.6
2022-08-16,4193.199999999997,86229.6978099917,0.9045864324016318,86971.45
2022-08-12,2066.649999999994,83330.6010795776,0.7596575836135234,83130.85
2022-08-11,2497.0,83372.13896707918,0.7358782485971646,82500.7
2022-08-10,4624.899999999994,84241.84739958607,0.7723274427450674,83466.6
2022-08-08,1400.0,88112.83046294075,0.9327393688278071,87717.5
2022-08-05,1294.050000000003,88678.75124620719,0.9771904799640755,88895.45
2022-08-04,1763.25,88531.65150254896,0.9702602651330763,88711.8
2022-08-03,1733.25,88212.89262337663,0.9918670520231213,88738.95
2022-08-02,2650.0,87774.00340136055,0.9700635838150287,88173.15
2022-08-01,3401.649999999994,85726.7729751354,0.97557433808554,86950.35
2022-07-29,1417.699999999997,83437.37111261656,0.8479898167006108,83818.15
2022-07-28,2290.0,82415.70463160796,0.8165580448065173,83046.5
2022-07-27,1321.0,80360.26602055535,0.7276965376782076,80864.95
2022-07-26,1134.949999999997,80338.59163685914,0.6985824847250508,80150.2
2022-07-25,1667.1499999999942,80581.49913873966,0.7264378818737272,80834.05
2022-07-22,1601.699999999997,79813.26477742085,0.6680488798370674,79400.6
2022-07-21,863.3999999999942,80000.76065027402,0.6997311608961301,80178.4
2022-07-20,1218.8500000000058,80235.62820147979,0.6836904276985746,79784.6
2022-07-19,1629.3499999999913,80006.46184319771,0.690093686354379,79941.8
2022-07-18,1398.949999999997,80519.46524579561,0.7227087576374746,80742.5
2022-07-15,2100.0999999999913,78736.70711781207,0.6744643584521387,79558.1
2022-07-14,1331.1499999999942,77341.47127450981,0.5871649694501015,77414.9
2022-07-13,926.0,77203.76738613614,0.5814154786150713,77273.75
2022-07-12,1070.949999999997,76619.05611356636,0.5566048879837064,76664.65
2022-07-11,1200.0,76114.05971962617,0.5448411405295318,76375.85
2022-07-08,1118.949999999997,75910.37820971105,0.5313625254582484,76044.95
2022-07-07,2153.699999999997,74752.39765662943,0.5025621181262727,75337.9
2022-07-06,2000.550000000003,72645.0624662813,0.41670875763747445,73230.2
2022-07-05,1283.550000000003,71718.11573019161,0.3348737270875761,71221.15
2022-07-04,899.8500000000058,72068.17793759142,0.3574928716904276,71776.45
2022-07-01,2200.0,71363.88003327788,0.3745132382892058,72194.3
2022-06-30,1674.800000000003,71295.78017736903,0.3177556008146637,70800.9
2022-06-29,850.0,71576.28898039862,0.3471995926680244,71523.75
2022-06-28,2032.050000000003,71915.49535375363,0.3775417515274947,72268.65
2022-06-27,1007.6999999999971,71224.3887704817,0.33489816700610997,71221.75
2022-06-24,1875.0,70087.13919565911,0.3076578411405295,70553.0
2022-06-23,1239.449999999997,68725.87266934942,0.244651731160896,69006.2
2022-06-22,880.0,67813.99375128893,0.2053197556008149,68040.6
2022-06-21,1641.949999999997,67791.31051834399,0.2073951120162934,68091.55
2022-06-20,2108.449999999997,67116.6953950305,0.14873930753564166,66651.55
2022-06-17,3251.649999999994,67347.96724482797,0.20873930753564165,68124.55
2022-06-16,2314.949999999997,67924.15547877591,0.17012627291242385,67176.6
2022-06-15,1348.75,68986.5229674011,0.22165784114052942,68441.7
2022-06-14,1994.0,68691.07747100147,0.21190427698574338,68202.25
2022-06-13,1092.0,68750.18009865623,0.22641751527494922,68558.55
2022-06-10,826.5,70067.00367693274,0.28318737270875766,69952.25
2022-06-09,700.0,70346.8798237301,0.3024745417515275,70425.75
2022-06-08,2076.649999999994,71181.08196184509,0.3117535641547863,70653.55
2022-06-07,3159.649999999994,72419.05611322945,0.35270875763747456,71659.0
2022-06-06,2117.800000000003,75403.94664827918,0.4770794297352343,74712.3
2022-06-03,826.9499999999971,76451.9431688618,0.5482830957230145,76460.35
2022-06-02,969.4500000000116,75592.68540669857,0.5243503054989818,75872.8
2022-06-01,1570.0,76880.8375307293,0.5430346232179226,76331.5
2022-05-31,2928.199999999997,77151.96150012503,0.5967189409368634,77649.45
2022-05-30,933.3500000000058,75317.79539549416,0.5046048879837068,75388.05
2022-05-27,1390.0,74989.36560604018,0.4747393075356418,74654.85
2022-05-26,1900.0,74519.83189998922,0.49128105906313635,75060.95
2022-05-25,1853.3999999999942,74423.51267224726,0.48163951120162934,74824.25
2022-05-24,1485.949999999997,74008.5287431076,0.46417515274949084,74395.5
2022-05-23,2080.5999999999913,74258.39891844853,0.4230631364562117,73386.2
2022-05-20,701.1499999999942,74365.63334833483,0.4523401221995926,74104.95
2022-05-19,1249.0,73674.57303571429,0.42504073319755603,73434.75
2022-05-18,1038.8999999999942,74385.67609636468,0.4760753564154784,74687.65
2022-05-17,1700.0,73521.04972615675,0.4483401221995927,74006.75
2022-05-16,1839.8999999999942,72467.62007895776,0.3881221995926678,72528.4
2022-05-13,5590.600000000006,71617.74413768879,0.3686720977596739,72050.9
2022-05-12,1519.949999999997,67539.3954501874,0.18827087576374757,67622.05
2022-05-11,1457.75,68499.62398655234,0.20817515274949072,68110.7
2022-05-10,3739.899999999994,69437.82650302195,0.23666191446028526,68810.05
2022-05-09,1529.800000000003,68896.79920397159,0.22720977596741343,68578.0
2022-05-06,1581.8500000000058,69974.52136840891,0.2816130346232182,69913.6
2022-05-05,2073.0,71766.34433575044,0.3332851323828918,71182.15
2022-05-04,2010.6499999999942,72321.61418506835,0.3616435845213852,71878.35
2022-05-02,1071.5,72389.78379050073,0.3909368635437882,72597.5
2022-04-29,1598.699999999997,72723.51704374058,0.39629327902240324,72729.0
2022-04-28,1394.0,72110.8772417277,0.3800692464358451,72330.7
2022-04-27,2399.899999999994,71658.46181322426,0.3755173116089612,72218.95
2022-04-26,2312.899999999994,70635.41202834419,0.33936863543788187,71331.5
2022-04-25,1263.6499999999942,68933.63481943113,0.24912016293279,69115.9
2022-04-22,1025.0,69135.07217266646,0.25025865580448087,69143.85
2022-04-21,2240.0,68938.16648456469,0.2735152749490836,69714.8
2022-04-20,1850.6499999999942,67612.10984466618,0.1902403258655802,67670.4
2022-04-19,1997.550000000003,67003.92565725134,0.13692057026476553,66361.4
2022-04-18,1480.300000000003,66841.86954181272,0.16069042769857422,66944.95
2022-04-13,1110.0,67688.01399906125,0.18115274949083515,67447.3
2022-04-12,1421.8999999999942,67216.11522429976,0.18679022403258644,67585.7
2022-04-11,698.9499999999971,67776.22255016332,0.19412016293279,67765.65
2022-04-08,1420.300000000003,67375.5438428707,0.1948207739307538,67782.85
2022-04-07,1294.1499999999942,67448.28960710505,0.16738289205702647,67109.25
